"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2026/04/21"
"Time","09:33:19"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","300V","300V","300V"
"Terminal","Direct","Direct","Direct"
"Current Range","     40A","     40A","     40A"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
  149,  2026/04/21,09:29:37,0.00E+00,0.00E+00,0.00E+00,-10.262E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-760.96E-06,0.000E+00,4.3049E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,405.08E-03,-390.81E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.06E+00,236.51E+00,212.94E+00,111.80E-03,236.06E+00,0.000E+00,0.000E+00,0.000E+00,54.455E-06,0.000E+00,-1.2547E+00,0.000E+03,0.000E+03,Error,Error,50.017E+00,NAN,343.30E+00,-343.36E+00,158.62E-03,-176.68E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  150,  2026/04/21,09:29:39,0.00E+00,0.00E+00,0.00E+00,-10.682E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,870.77E-06,0.000E+00,-3.8482E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-390.81E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.86E+00,236.33E+00,212.77E+00,60.987E-03,235.86E+00,0.000E+00,0.000E+00,0.000E+00,141.47E-06,0.000E+00,-1.7262E+00,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,340.31E+00,-340.18E+00,163.70E-03,-156.36E-03,1.443E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  151,  2026/04/21,09:29:41,2.7150E+00,0.00E+00,0.00E+00,1.8649E+00,1.9731E+00,13.310E+00,10.198E+00,9.1816E+00,9.1778E+00,9.6394E+00,36.203E+00,36.136E+00,0.000E+03,1.0000E+00,0.00E+00,Error,NAN,4.4800E+00,-390.81E-03,20.469E+00,-31.064E-03,1.650E+00,1.538E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.99E+00,236.51E+00,212.93E+00,80.401E-03,235.99E+00,461.87E-03,0.000E+00,0.000E+00,103.52E-03,450.12E-03,-50.139E+00,109.00E+00,-96.779E+00,-0.4600E+00,-117.39E+00,50.015E+00,NAN,340.76E+00,-340.81E+00,2.6073E+00,-608.51E-03,1.444E+00,5.645E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  152,  2026/04/21,09:29:43,0.00E+00,0.00E+00,0.00E+00,-10.978E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-242.93E-06,0.000E+00,-18.808E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,341.41E-03,-358.97E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.14E+00,236.59E+00,213.01E+00,-41.311E-03,236.14E+00,0.000E+00,0.000E+00,0.000E+00,38.391E-06,0.000E+00,-59.111E-03,0.000E+03,0.000E+03,Error,Error,50.026E+00,NAN,340.72E+00,-340.78E+00,138.30E-03,-69.995E-03,1.443E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  153,  2026/04/21,09:29:45,0.00E+00,0.00E+00,0.00E+00,-13.348E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-813.16E-06,0.000E+00,8.4409E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-422.64E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.08E+00,236.47E+00,212.90E+00,-83.251E-03,236.08E+00,0.000E+00,0.000E+00,0.000E+00,-69.709E-06,0.000E+00,-413.58E-03,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,340.92E+00,-340.97E+00,143.38E-03,-146.20E-03,1.444E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  154,  2026/04/21,09:29:47,0.00E+00,0.00E+00,0.00E+00,-9.9109E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-754.55E-06,0.000E+00,12.570E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.13E+00,236.53E+00,212.96E+00,-99.656E-03,236.13E+00,0.000E+00,0.000E+00,0.000E+00,160.79E-06,0.000E+00,-373.73E-03,0.000E+03,0.000E+03,Error,Error,50.024E+00,NAN,341.20E+00,-341.07E+00,143.38E-03,-146.20E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  155,  2026/04/21,09:29:49,0.00E+00,0.00E+00,0.00E+00,-10.233E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-444.50E-06,0.000E+00,17.014E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.00E+00,236.39E+00,212.83E+00,-193.12E-03,236.00E+00,0.000E+00,0.000E+00,0.000E+00,-362.67E-06,0.000E+00,-1.5521E+00,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,340.92E+00,-340.88E+00,163.70E-03,-156.36E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  156,  2026/04/21,09:29:51,0.00E+00,0.00E+00,0.00E+00,-11.484E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,3.1406E-03,0.000E+00,-91.912E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,405.08E-03,-486.31E-03,45.107E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.12E+00,236.49E+00,212.91E+00,-149.65E-03,236.12E+00,0.000E+00,0.000E+00,0.000E+00,208.95E-06,0.000E+00,-1.8081E+00,0.000E+03,0.000E+03,Error,Error,50.028E+00,NAN,341.33E+00,-341.20E+00,163.70E-03,-161.44E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  157,  2026/04/21,09:29:53,1.7551E+00,0.00E+00,0.00E+00,841.08E-03,1.5405E+00,9.1469E+00,4.9927E+00,4.4950E+00,4.4890E+00,7.9696E+00,16.081E+00,16.054E+00,0.000E+03,1.0000E+00,0.00E+00,Error,NAN,4.0980E+00,-518.15E-03,19.530E+00,-36.142E-03,2.335E+00,2.135E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.93E+00,236.30E+00,212.75E+00,-229.20E-03,235.93E+00,217.19E-03,0.000E+00,0.000E+00,6.7489E-03,217.09E-03,-17.805E+00,51.241E+00,-48.048E+00,-0.3475E+00,-110.33E+00,50.022E+00,NAN,341.23E+00,-341.16E+00,925.75E-03,-1.3960E+00,1.446E+00,6.427E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  158,  2026/04/21,09:29:55,0.00E+00,0.00E+00,0.00E+00,-10.795E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-973.28E-06,0.000E+00,22.057E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.90E+00,236.28E+00,212.73E+00,-232.87E-03,235.90E+00,0.000E+00,0.000E+00,0.000E+00,-325.29E-06,0.000E+00,2.9558E-03,0.000E+03,0.000E+03,Error,Error,50.018E+00,NAN,341.23E+00,-341.16E+00,67.174E-03,-75.075E-03,1.447E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  159,  2026/04/21,09:29:57,0.00E+00,0.00E+00,0.00E+00,-11.555E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0766E-03,0.000E+00,24.348E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.20E+00,236.57E+00,212.99E+00,-133.81E-03,236.20E+00,0.000E+00,0.000E+00,0.000E+00,-220.72E-06,0.000E+00,-14.972E-03,0.000E+03,0.000E+03,Error,Error,50.030E+00,NAN,341.42E+00,-341.35E+00,72.254E-03,-69.995E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  160,  2026/04/21,09:29:59,0.00E+00,0.00E+00,0.00E+00,-7.7272E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-635.93E-06,0.000E+00,-26.399E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.00E+00,236.37E+00,212.81E+00,-179.01E-03,236.00E+00,0.000E+00,0.000E+00,0.000E+00,-584.05E-06,0.000E+00,-171.39E-03,0.000E+03,0.000E+03,Error,Error,50.017E+00,NAN,341.01E+00,-341.10E+00,67.174E-03,-151.28E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  161,  2026/04/21,09:30:01,0.00E+00,0.00E+00,0.00E+00,-10.023E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-572.02E-06,0.000E+00,1.8379E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-518.15E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.24E+00,236.61E+00,213.02E+00,-68.354E-03,236.24E+00,0.000E+00,0.000E+00,0.000E+00,281.94E-06,0.000E+00,-1.6237E+00,0.000E+03,0.000E+03,Error,Error,50.030E+00,NAN,341.33E+00,-341.20E+00,158.62E-03,-146.20E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  162,  2026/04/21,09:30:03,0.00E+00,0.00E+00,0.00E+00,440.31E-03,0.00E+00,6.9455E+00,2.8041E+00,2.5245E+00,2.5209E+00,6.4718E+00,8.7489E+00,0.000E+03,0.000E+03,Error,Error,Error,NAN,4.0662E+00,-518.15E-03,20.281E+00,-25.986E-03,Error,2.920E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.02E+00,236.46E+00,212.89E+00,-6.5117E-03,236.02E+00,0.000E+00,0.000E+00,0.000E+00,37.414E-03,0.000E+00,-14.452E+00,0.000E+03,0.000E+03,Error,Error,50.023E+00,NAN,340.98E+00,-341.04E+00,1.0528E+00,-374.81E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  163,  2026/04/21,09:30:05,0.00E+00,0.00E+00,0.00E+00,4.9018E-03,0.00E+00,1.1403E+00,0.000E+00,0.000E+00,133.48E-03,1.1324E+00,132.14E-03,0.000E+03,0.000E+03,Error,Error,Error,NAN,1.6785E+00,-518.15E-03,12.984E+00,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.23E+00,236.68E+00,213.09E+00,39.419E-03,236.23E+00,0.000E+00,0.000E+00,0.000E+00,78.683E-06,0.000E+00,-16.969E-03,0.000E+03,0.000E+03,Error,Error,50.022E+00,NAN,341.49E+00,-341.42E+00,67.174E-03,-64.914E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  164,  2026/04/21,09:30:07,0.00E+00,0.00E+00,0.00E+00,-5.7990E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0625E-03,0.000E+00,14.803E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.15E+00,236.56E+00,212.98E+00,82.688E-03,236.15E+00,0.000E+00,0.000E+00,0.000E+00,-4.4428E-06,0.000E+00,5.7271E-03,0.000E+03,0.000E+03,Error,Error,50.031E+00,NAN,341.07E+00,-341.16E+00,72.254E-03,-69.995E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  165,  2026/04/21,09:30:09,0.00E+00,0.00E+00,0.00E+00,-10.453E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-985.27E-06,0.000E+00,-1.9028E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.01E+00,236.38E+00,212.82E+00,163.78E-03,236.01E+00,0.000E+00,0.000E+00,0.000E+00,-233.01E-06,0.000E+00,5.3334E-03,0.000E+03,0.000E+03,Error,Error,50.022E+00,NAN,340.98E+00,-340.94E+00,67.174E-03,-64.914E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  166,  2026/04/21,09:30:11,0.00E+00,0.00E+00,0.00E+00,-6.4565E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-943.91E-06,0.000E+00,-502.57E-09,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-549.98E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.13E+00,236.48E+00,212.91E+00,217.25E-03,236.13E+00,0.000E+00,0.000E+00,0.000E+00,-122.15E-06,0.000E+00,-17.246E-03,0.000E+03,0.000E+03,Error,Error,50.015E+00,NAN,341.14E+00,-341.13E+00,67.174E-03,-75.075E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  167,  2026/04/21,09:30:13,0.00E+00,0.00E+00,0.00E+00,-4.9350E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-533.52E-06,0.000E+00,2.9941E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.14E+00,236.47E+00,212.90E+00,209.96E-03,236.14E+00,0.000E+00,0.000E+00,0.000E+00,-116.46E-06,0.000E+00,-1.7187E+00,0.000E+03,0.000E+03,Error,Error,50.023E+00,NAN,341.39E+00,-341.35E+00,163.70E-03,-161.44E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  168,  2026/04/21,09:30:15,2.2305E+00,0.00E+00,0.00E+00,1.3155E+00,1.8013E+00,11.207E+00,7.3939E+00,6.6569E+00,6.6548E+00,9.0177E+00,24.973E+00,24.998E+00,-1.1113E+00,0.9990E+00,-2.55E+00,Error,NAN,4.2253E+00,-454.48E-03,19.560E+00,-31.064E-03,1.894E+00,1.745E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.97E+00,236.32E+00,212.76E+00,218.27E-03,235.97E+00,298.42E-03,0.000E+00,0.000E+00,-15.186E-03,298.04E-03,-42.247E+00,70.419E+00,-56.339E+00,-0.5999E+00,-126.87E+00,50.023E+00,NAN,341.01E+00,-340.88E+00,961.31E-03,-1.0708E+00,1.445E+00,3.588E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  169,  2026/04/21,09:30:17,0.00E+00,0.00E+00,0.00E+00,-8.3019E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-654.10E-06,0.000E+00,-7.0928E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-454.48E-03,29.873E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.20E+00,236.54E+00,212.96E+00,183.07E-03,236.20E+00,0.000E+00,0.000E+00,0.000E+00,-148.39E-06,0.000E+00,-8.5193E-03,0.000E+03,0.000E+03,Error,Error,50.030E+00,NAN,341.14E+00,-341.20E+00,72.254E-03,-69.995E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  170,  2026/04/21,09:30:19,0.00E+00,0.00E+00,0.00E+00,-10.554E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-690.99E-06,0.000E+00,-3.0869E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.09E+00,236.47E+00,212.90E+00,193.99E-03,236.09E+00,0.000E+00,0.000E+00,0.000E+00,228.64E-06,0.000E+00,25.681E-03,0.000E+03,0.000E+03,Error,Error,50.025E+00,NAN,341.04E+00,-341.13E+00,67.174E-03,-69.995E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  171,  2026/04/21,09:30:21,0.00E+00,0.00E+00,0.00E+00,-8.8863E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0168E-03,0.000E+00,-5.8066E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.27E+00,236.64E+00,213.05E+00,129.54E-03,236.27E+00,0.000E+00,0.000E+00,0.000E+00,174.68E-06,0.000E+00,-62.309E-03,0.000E+03,0.000E+03,Error,Error,50.028E+00,NAN,341.42E+00,-341.42E+00,72.254E-03,-64.914E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  172,  2026/04/21,09:30:23,0.00E+00,0.00E+00,0.00E+00,-7.2648E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-813.85E-06,0.000E+00,3.0216E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-549.98E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.36E+00,236.77E+00,213.16E+00,83.483E-03,236.36E+00,0.000E+00,0.000E+00,0.000E+00,661.39E-06,0.000E+00,6.8742E-03,0.000E+03,0.000E+03,Error,Error,50.030E+00,NAN,341.49E+00,-341.58E+00,67.174E-03,-69.995E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  173,  2026/04/21,09:30:25,0.00E+00,0.00E+00,0.00E+00,-12.701E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-682.98E-06,0.000E+00,1.2082E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-422.64E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.38E+00,236.76E+00,213.16E+00,4.2280E-03,236.38E+00,0.000E+00,0.000E+00,0.000E+00,-341.51E-06,0.000E+00,-1.6936E+00,0.000E+03,0.000E+03,Error,Error,50.034E+00,NAN,341.26E+00,-341.32E+00,178.94E-03,-161.44E-03,1.444E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  174,  2026/04/21,09:30:27,2.3561E+00,0.00E+00,0.00E+00,1.7808E+00,1.5426E+00,14.561E+00,12.278E+00,11.054E+00,11.053E+00,9.4798E+00,34.274E+00,34.308E+00,-1.5110E+00,0.9990E+00,-2.52E+00,Error,NAN,3.6523E+00,-518.15E-03,19.905E+00,-25.986E-03,1.550E+00,1.367E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.14E+00,236.53E+00,212.95E+00,-60.657E-03,236.14E+00,407.59E-03,0.000E+00,0.000E+00,-6.0429E-03,407.55E-03,-72.334E+00,96.249E+00,-63.495E+00,-0.7515E+00,-138.72E+00,50.025E+00,NAN,341.36E+00,-341.32E+00,1.0528E+00,-1.0657E+00,1.446E+00,2.615E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  175,  2026/04/21,09:30:29,0.00E+00,0.00E+00,0.00E+00,-13.422E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.2362E-03,0.000E+00,13.588E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-486.31E-03,34.951E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.30E+00,236.68E+00,213.09E+00,-88.635E-03,236.30E+00,0.000E+00,0.000E+00,0.000E+00,-394.73E-06,0.000E+00,-511.79E-03,0.000E+03,0.000E+03,Error,Error,50.037E+00,NAN,341.30E+00,-341.45E+00,163.70E-03,-161.44E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  176,  2026/04/21,09:30:31,0.00E+00,0.00E+00,0.00E+00,-12.985E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.1242E-03,0.000E+00,6.0763E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.17E+00,236.56E+00,212.98E+00,-158.57E-03,236.17E+00,0.000E+00,0.000E+00,0.000E+00,116.33E-06,0.000E+00,-531.38E-03,0.000E+03,0.000E+03,Error,Error,50.031E+00,NAN,341.30E+00,-341.35E+00,168.78E-03,-161.44E-03,1.445E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  177,  2026/04/21,09:30:33,0.00E+00,0.00E+00,0.00E+00,-9.3862E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-798.65E-06,0.000E+00,23.851E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-518.15E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.28E+00,236.71E+00,213.11E+00,-171.89E-03,236.28E+00,0.000E+00,0.000E+00,0.000E+00,267.09E-06,0.000E+00,4.0100E-03,0.000E+03,0.000E+03,Error,Error,50.031E+00,NAN,341.65E+00,-341.58E+00,72.254E-03,-69.995E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  178,  2026/04/21,09:30:35,0.00E+00,0.00E+00,0.00E+00,-12.390E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-670.82E-06,0.000E+00,8.1709E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-486.31E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.37E+00,236.79E+00,213.19E+00,-131.92E-03,236.37E+00,0.000E+00,0.000E+00,0.000E+00,-201.61E-06,0.000E+00,-6.5606E-03,0.000E+03,0.000E+03,Error,Error,50.034E+00,NAN,341.90E+00,-341.77E+00,67.174E-03,-69.995E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  179,  2026/04/21,09:30:37,0.00E+00,0.00E+00,0.00E+00,-12.345E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-570.82E-06,0.000E+00,8.0875E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-454.48E-03,40.029E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.26E+00,236.67E+00,213.08E+00,-109.63E-03,236.26E+00,0.000E+00,0.000E+00,0.000E+00,147.96E-06,0.000E+00,-1.7095E+00,0.000E+03,0.000E+03,Error,Error,50.030E+00,NAN,341.46E+00,-341.51E+00,158.62E-03,-156.36E-03,1.446E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  180,  2026/04/21,09:30:39,3.8250E+00,0.00E+00,0.00E+00,3.4131E+00,1.7267E+00,17.574E+00,17.409E+00,15.674E+00,15.674E+00,7.9491E+00,67.214E+00,67.221E+00,-947.86E-03,0.9999E+00,-0.81E+00,Error,NAN,4.7666E+00,-390.81E-03,20.444E+00,-15.830E-03,1.246E+00,1.163E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.13E+00,236.57E+00,212.98E+00,-60.260E-03,236.13E+00,460.67E-03,0.000E+00,0.000E+00,2.3241E-03,460.66E-03,-92.392E+00,108.78E+00,-57.412E+00,-0.8494E+00,-148.14E+00,50.032E+00,NAN,341.49E+00,-341.42E+00,1.0883E+00,-1.1470E+00,1.446E+00,2.490E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
